journalId,journalTitle,journalAuthors,citedJournalId,citedJournalTitle,citedJournalAuthors
"9c3dc8ea89d4c0d6d1d5584473205fe92f3ef1f8","Tree Expectation Propagation for ML Decoding of LDPC Codes over the BEC","Luis Salamanca,Pablo M. Olmos,Juan Jos?? Murillo-Fuentes,Fernando P??rez-Cruz","c9257d782ba57d62e0ec4a1200527a4cc0ed2855","On the design of low-density parity-check codes within 0.0045 dB of the Shannon limit","Sae-Young Chung,G. David Forney,Thomas J. Richardson,R??diger L. Urbanke"
"aa2250cf3c4a180d82d4a4659dc04dcc47a866c6","Near-Shannon-Limit Linear-Time-Encodable Nonbinary Irregular LDPC Codes","Jie Huang,Shengli Zhou,Peter Willett","238b813d5a466da01c013e1d1d054dce9019ca8a","Performance analysis and code optimization of low density parity-check codes on Rayleigh fading channels","Jilei Hou,Paul H. Siegel,Laurence B. Milstein"
"90659f616af28b6409a6d54364b39d7765dbefa4","Error Floors of LDPC Coded BICM","Aditya Ramamoorthy,Nedeljko Varnica","5483ab5506c6e2671f1666171d42ebb43fa30faf","A General Method for Finding Low Error Rates of LDPC Codes","Chad A. Cole,Stephen G. Wilson,Eric K. Hall,Thomas R. Giallorenzi"
"dc218e764509bd1579dff8d1df2b4514c40178d6","Error correcting codes and spatial coupling","Rafah El-Khatib,Jean Barbier,Ayaka Sakata,R??diger L. Urbanke","6d39087dc4c819bf48d47e5dddc0619f116c70a0","Channel polarization: A method for constructing capacity-achieving codes for symmetric binary-input memoryless channels","Erdal Arikan"
"b411e9955c7345e3d5764d5882f5bcb5921ea1ad","Fast Simulation for the Performance Evaluation of Ldpc Codes Using Fast Flat Histogram Method","S Kakakhail,S Reynal,D Declercq,V Heinrich","5483ab5506c6e2671f1666171d42ebb43fa30faf","A General Method for Finding Low Error Rates of LDPC Codes","Chad A. Cole,Stephen G. Wilson,Eric K. Hall,Thomas R. Giallorenzi"
"1444a21d3d8923cbcd1e9f7f2669c4c9ce63adff","Design of LDPC decoders for improved low error rate performance: quantization and algorithm choices","Zhengya Zhang,Lara Dolecek,Borivoje Nikolic,Venkat Anantharam,Martin J. Wainwright","5483ab5506c6e2671f1666171d42ebb43fa30faf","A General Method for Finding Low Error Rates of LDPC Codes","Chad A. Cole,Stephen G. Wilson,Eric K. Hall,Thomas R. Giallorenzi"
"717da54538d30b96030f386084954d6e63cd9451","A New Channel Coding Technique to Approach the Channel Capacity","Mahesh Patel,A Annamalai","c9257d782ba57d62e0ec4a1200527a4cc0ed2855","On the design of low-density parity-check codes within 0.0045 dB of the Shannon limit","Sae-Young Chung,G. David Forney,Thomas J. Richardson,R??diger L. Urbanke"
"e6b6c2de285fc37b30c1c00a7ea23daa9ab282c1","Coded Modulation for Fiber-Optic Networks","Erik Agrell,Joseph M. Kahn,Magnus Karlsson","6d39087dc4c819bf48d47e5dddc0619f116c70a0","Channel polarization: A method for constructing capacity-achieving codes for symmetric binary-input memoryless channels","Erdal Arikan"
"c66a4d21447c76c30b7c0e0739dacccdbc6a59fb","Generalized and doubly generalized LDPC codes with random component codes for the binary erasure channel","Enrico Paolini,Marc P. C. Fossorier,Marco Chiani","c9257d782ba57d62e0ec4a1200527a4cc0ed2855","On the design of low-density parity-check codes within 0.0045 dB of the Shannon limit","Sae-Young Chung,G. David Forney,Thomas J. Richardson,R??diger L. Urbanke"
"4ebf70d3b68b34695989de0b27fd6b69a99547f1","Polar Coding for the General Wiretap Channel With Extensions to Multiuser Scenarios","Yi-Peng Wei,Sennur Ulukus","6d39087dc4c819bf48d47e5dddc0619f116c70a0","Channel polarization: A method for constructing capacity-achieving codes for symmetric binary-input memoryless channels","Erdal Arikan"
"f72e577e6690198c243bfb16d495d63f039fa5f4","Successive cancellation decoding of polar codes using stochastic computing","Bo Yuan,Keshab K. Parhi","6d39087dc4c819bf48d47e5dddc0619f116c70a0","Channel polarization: A method for constructing capacity-achieving codes for symmetric binary-input memoryless channels","Erdal Arikan"
"ea1141a18572aa7b33ceb621305014a1c7ccb54f","Exponents of polar codes using algebraic geometric code kernels","Sarah E. Anderson,Gretchen L. Matthews","6d39087dc4c819bf48d47e5dddc0619f116c70a0","Channel polarization: A method for constructing capacity-achieving codes for symmetric binary-input memoryless channels","Erdal Arikan"
"27a754fb9dc7b29f9bc8779528f3f7a6c4a8122f","Summary List of Journal Papers -first Author","Holger Rong Zhang,Harald Claussen,Lajos Haas,Hanzo,Rong Zhang,Jiaheng Wang,Zhaocheng Wang,Zhengyuan Xu,Chunming Zhao,Lajos Hanzo,Lie-Liang Yang","470c14774c3669194074d562ff3bdb92dafe5087","Channel Code-Division Multiple Access and Its Multilevel-Structured LDPC-Based Instantiation","Nicholas Bonello,Rong Zhang,Sheng Chen,Lajos Hanzo"
"255e32b143c68898d9597a5aac1fc2089e23542d","A Parallel Decoding Algorithm for Short Polar Codes Based on Error Checking and Correcting","Yingxian Zhang,Xiaofei Pan,Kegang Pan,Zhan Ye,Chao Gong","6d39087dc4c819bf48d47e5dddc0619f116c70a0","Channel polarization: A method for constructing capacity-achieving codes for symmetric binary-input memoryless channels","Erdal Arikan"
"6cf8e0b37a4c73f442073f9d24575e332302b2fa","Peer-reviewed Technical Communication Multicarrier Communication over Underwater Acoustic Channels with Nonuniform Doppler Shifts","Baosheng Li,Shengli Zhou,Milica Stojanovic,Lee Freitag,Peter Willett,Mitra B Li,S Zhou,P Willett,M Stojanovic","5c7e88509bfbda4634aaeaca921a6a590d488e73","Mimo-ofdm over an Underwater Acoustic Channel","Baosheng Li,Shengli Zhou,Milica Stojanovic,Lee Freitag,Jie Huang,Peter Willett"
"49e09e05235b49119219ec8753c20aea9e993998","Rate-Compatible Protograph-based LDPC Codes for Inter-Symbol Interference Channels","Thuy Van Nguyen,Aria Nosratinia,Dariush Divsalar","415b85c2f3650ac233399a6f147763055475126d","Quasi-Cyclic LDPC Codes: Influence of Proto- and Tanner-Graph Structure on Minimum Hamming Distance Upper Bounds","Roxana Smarandache,Pascal O. Vontobel"
"75c8ac819183c175064474dd18b822ecf38ad8c5","Efficient Implementation of Elliptic Curve Cryptography on Dsp for Underwater Sensor Networks","Hai Yan,Jerry Zhijie,Yunsi Shi,Fei","5c7e88509bfbda4634aaeaca921a6a590d488e73","Mimo-ofdm over an Underwater Acoustic Channel","Baosheng Li,Shengli Zhou,Milica Stojanovic,Lee Freitag,Jie Huang,Peter Willett"
"c360456c9b052798d05dea2c73d6a5e5c3221b8d","Capacity-Achieving Rate-Compatible Polar Codes","Song-Nam Hong,Dennis Hui,Ivana Maric","6d39087dc4c819bf48d47e5dddc0619f116c70a0","Channel polarization: A method for constructing capacity-achieving codes for symmetric binary-input memoryless channels","Erdal Arikan"
"9667df82e7a67334c977fa5def11cfa737bc609c","Expansion coding: Achieving the capacity of an AEN channel","Onur Ozan Koyluoglu,Kumar Appaiah,Hongbo Si,Sriram Vishwanath","6d39087dc4c819bf48d47e5dddc0619f116c70a0","Channel polarization: A method for constructing capacity-achieving codes for symmetric binary-input memoryless channels","Erdal Arikan"
"18bc43cc0ffb01877fef0e6daeafb25f76c0304b","Polarization for arbitrary discrete memoryless channels","Eren Sasoglu,Emre Telatar,Erdal Arikan","6d39087dc4c819bf48d47e5dddc0619f116c70a0","Channel polarization: A method for constructing capacity-achieving codes for symmetric binary-input memoryless channels","Erdal Arikan"
"a979d167ec4faeebcef4fe0121c925a47ae007a8","Resource Allocation via Linear Programming for Fractional Cooperation","Nariman Farsad,Andrew W. Eckford","eed3f554de512c32e1d9d2743648668ec5d008f2","A more accurate one-dimensional analysis and design of irregular LDPC codes","Masoud Ardakani,Frank R. Kschischang"
"a07482c7a0820491ff8383422b28082689613ec2","Coding vs. Packet Retransmission over Noisy Channels","Dror Baron,Shriram Sarvotham,Richard G Baraniuk","1e2b13561876e0b0e25876fd6479c1b4c2f49d25","Variable-rate Coding with Feedback for Universal Communication Systems *","Shriram Sarvotham,Dror Baron,Richard G Baraniuk"
"4eddef29f92c568c8188b83efacd20625b9118ec","Fountain Coding with Decoder Side Information","Dino Sejdinovic,Robert J. Piechocki,Angela Doufexi,Mohamed Ismail","eed3f554de512c32e1d9d2743648668ec5d008f2","A more accurate one-dimensional analysis and design of irregular LDPC codes","Masoud Ardakani,Frank R. Kschischang"
"38a565435b154e8d6d18ff8318a0b7adc8b9172e","An Ldpc Decoding Algorithm Utilizing Early Decisions","Anton Blad,Oscar Gustafsson,Lars Wanhammar","c9257d782ba57d62e0ec4a1200527a4cc0ed2855","On the design of low-density parity-check codes within 0.0045 dB of the Shannon limit","Sae-Young Chung,G. David Forney,Thomas J. Richardson,R??diger L. Urbanke"
"4f14d01c6ca7100d06a38833e0bb0c3765c66d79","Erasure schemes using generalized polar codes: Zero-undetected-error capacity and performance trade-offs","Rajai Nasser","6d39087dc4c819bf48d47e5dddc0619f116c70a0","Channel polarization: A method for constructing capacity-achieving codes for symmetric binary-input memoryless channels","Erdal Arikan"
"eed3f554de512c32e1d9d2743648668ec5d008f2","A more accurate one-dimensional analysis and design of irregular LDPC codes","Masoud Ardakani,Frank R. Kschischang","c9257d782ba57d62e0ec4a1200527a4cc0ed2855","On the design of low-density parity-check codes within 0.0045 dB of the Shannon limit","Sae-Young Chung,G. David Forney,Thomas J. Richardson,R??diger L. Urbanke"
"23565067e6500eefd037d48389f7c83e2c8250c3","Forced Convergence Decoding of LDPC Codes ??Åg EXIT Chart Analysis and Combination with Node Complexity Reduction Techniques","Ernesto Zimmermann,Wolfgang Rave,Gerhard Fettweis","c9257d782ba57d62e0ec4a1200527a4cc0ed2855","On the design of low-density parity-check codes within 0.0045 dB of the Shannon limit","Sae-Young Chung,G. David Forney,Thomas J. Richardson,R??diger L. Urbanke"

